root_label,time,method,model,cluster,marker_count,overlap_count,overlap_ratio,processed_genes
"overlap filter ratio=0, resolution=1.0, kmeans n=10",2,kmeans,xgboost,4,75,2,0.02666666666666667,"['stmn2', 'sncb', 'mllt11', 'aldoc', 'atp6v0e2', 'mllt11', 'stmn3', 'tubb3', 'tubb2b', 'fras1', 'rrad', 'tspan7', 'gng3', 'loc613063', 'lep', 'adm2', 'loc100127794', 'odf3', 'loc101732997', 'cttn.like.1', 'Xelaev18017960m.g', 'crabp1', 'sema7a', 'loc100496311.like', 'Xelaev18018009m.g', 'sema3a', 'unnamed.L.3', 'rora', 'rbpms2', 'ctsl', 'ctsh', 'duox1', 'rab27a', 'wdr72', 'scg3', 'slc24a5', 'gata3', 'loc101734287', 'cacna2d1', 'fgl2', 'fgfr4', 'ano4.like.2', 'stab2', 'ascl1', 'pah', 'txnrd1', 'lta4h', 'myf5', 'mgat4c', 'epyc', 'lyz', 'ptprb', 'ptprr', 'syt1.like', 'slc38a4', 'nell2', 'pdzrn4', 'cntn1', 'ccr8', 'cav1', 'wnt2', 'atp6ap1.1', 'il17rel', 'kif21a', 'Xelaev18017743m.g', 'efcab10.like', 'reln', 'fgf7', 'map1a', 'loc100490291', 'loc100135382', 'serpine1', 'vgf', 'mogat2.1', 'gp1ba']"
"overlap filter ratio=0, resolution=1.0, kmeans n=10",2,leiden,logreg,19,75,11,0.14666666666666667,"['krt18', 'apoc1.like', 'frem2.1', 'Xelaev18026267m.g', 'vcan', 'hmcn1', 'Xelaev18008610m.g', 'fras1', 'nid2', 'loc100127750', 'pltp', 'fam83b', 'bmp2', 'prdm1', 'dlx3', 'snai2', 'bmp4', 'msx1', 'fgfr4', 'loc100490088', 'Xetrov90029035m', 'mxra5', 'mmp3', 'krt16', 'jchain', 'vwde', 'loc100490088', 'c3', 'fn1', 'insig1', 'cldn6.2', 'krt16', 'krt', 'sp8', 'fos', 'hey1', 'col27a1', 'loc100494945', 'bmp4', 'hes3.3', 'Xetrov90001378m', 'twsg1', 'cpamd8', 'dlx5', 'sp9', 'dlx5', 'lama1', 'krt12', 'mmp8', 'fgf7', 'vwa2', 'Xelaev18017960m.g', 'msx2', 'bmp7.1', 'twsg1', 'optc', 'krt8', 'bhlha9', 'rasd1', 'lamb1', 'ctgf', 'lpar3', 'ly6g6c', 'ecm1', 'slurp1l', 'bgn', 'arg2', 'ripk4', 'bmp2', 'Xelaev18001106m.g', 'psap', 'egfl6', 'loc100487022', 'Xelaev18038148m.g', 'Xelaev18000469m.g']"
"overlap filter ratio=0, resolution=1.0, kmeans n=10",2,leiden,svm,19,75,7,0.09333333333333334,"['col1a2', 'Xelaev18045052m.g', 'Xelaev18045096m.g', 'krt18', 'krt16', 'Xelaev18008610m.g', 'frem2.1', 'krt16', 'hmcn1', 'pltp', 'snai2', 'fras1', 'bmp4', 'apoc1.like', 'jchain', 'Xelaev18026267m.g', 'fam83b', 'vwa2', 'Xelaev18001105m.g', 'txn', 'loc100494945', 'insig1', 'timp.1', 'loc100490088', 'prdm1', 'krt', 'col2a1', 'msmb.3', 'Xelaev18001106m.g', 'fn1', 'hey1', 'loc100127750', 'col1a2', 'mmp1', 'optc', 'loc100494945', 'loc100127564', 'fgfr4', 'olfm4', 'fabp3', 'tuba4a', 'vcan', 'col1a1', 'Xelaev18016080m.g', 'Xetrov90011359m', 'nid2', 'sp8', 'lama1', 'loc100049121', 'Xelaev18047460m.g', 'dlx2', 'Xelaev18040855m.g', 'Xelaev18047462m.g', 'gap43', 'col27a1', 'Xetrov90018123m', 'glul.like.1', 'msx1', 'bcl11b', 'Xelaev18020203m.g', 'col1a1', 'loc100497390', 'hey1', 'rasd1', 'Xetrov90001378m', 'MGC75752', 'hpd.like.1', 'dlx3', 'fam212a', 'jag2', 'cldn6.2', 'fgf7', 'ppp1r3c.2', 'fkbp1b', 'Xetrov90029035m']"
"overlap filter ratio=0, resolution=1.0, kmeans n=10",2,leiden,xgboost,19,75,4,0.05333333333333334,"['frem2.1', 'pltp', 'Xetrov90029035m', 'fras1', 'Xelaev18026267m.g', 'apoc1.like', 'loc100494945', 'krt18', 'col1a2', 'hmcn1', 'Xelaev18045052m.g', 'hey1', 'bmp4', 'jchain', 'msmb.3', 'krt', 'vwa2', 'krt16', 'loc100127750', 'cldn6.2', 'fam83b', 'lama1', 'Xelaev18001106m.g', 'fn1', 'col1a2', 'lamb1', 'Xetrov90001378m', 'crabp1', 'rbpms2', 'rab27a', 'duox1', 'ctsh', 'sema3a', 'ctsl', 'gata3', 'loc100127794', 'loc101732997', 'lep', 'rora', 'adm2', 'unnamed.L.3', 'odf3', 'sema7a', 'cttn.like.1', 'Xelaev18018009m.g', 'loc100496311.like', 'Xelaev18017960m.g', 'Xelaev18017743m.g', 'cacna2d1', 'fgl2', 'sncb', 'ano4.like.2', 'stab2', 'ascl1', 'pah', 'txnrd1', 'lta4h', 'myf5', 'mgat4c', 'epyc', 'lyz', 'ptprb', 'ptprr', 'syt1.like', 'slc38a4', 'nell2', 'pdzrn4', 'cntn1', 'ccr8', 'cav1', 'wnt2', 'atp6ap1.1', 'il17rel', 'kif21a', 'scg3']"
"overlap filter ratio=0, resolution=1.0, kmeans n=10",2,louvain,logreg,3,75,4,0.05333333333333334,"['apoc1.like', 'frem2.1', 'prdm1', 'ripk4', 'col2a1', 'dlx3', 'Xelaev18026267m.g', 'klf2', 'loc100049121', 'loc100494945', 'loc100490088', 'krt18', 'cpamd8', 'kera', 'fras1', 'mmp8', 'suclg2', 'Xelaev18009504m.g', 'mmp3', 'loc100494822', 'ly6g6c', 'c9', 'loc100490088', 'pltp', 'cotl1', 'Xelaev18017960m.g', 'Xelaev18040855m.g', 'col3a1', 'MGC75752', 'msx1', 'c3orf52.like', 'lama1', 'Xetrov90029035m', 'twsg1', 'secisbp2l', 'mmp1', 'nid2', 'frem1', 'hs3st1', 'dpt', 'sp8', 'msln', 'psca', 'fkbp1b', 'mmp19.like.2', 'Xelaev18040854m.g', 'bmp7.1', 'vwde', 'elf3', 'loc100494945', 'cldn6.1', 'loc100494515.like', 'atp6v1d', 'tmem8a', 'crip1', 'upk3a', 'Xelaev18040968m.g', 'vwa2', 'Xelaev18045649m.g', 'Xetrov90028350m', 'ppp1r13l', 'znfx1', 'loc549413', 'ctgf', 'ddit4', 'tfap2b', 'fgfr4', 'rbp1', 'glul.like.1', 'barx2', 'cldn6.2', 'bmp2', 'loc100494786', 'enpp2', 'loc100489129']"
"overlap filter ratio=0, resolution=1.0, kmeans n=10",2,louvain,svm,1,75,4,0.05333333333333334,"['apoc1.like', 'krt12', 'Xelaev18026267m.g', 'prdm1', 'frem2.1', 'dlx3', 'stc2', 'cpamd8', 'ch25h', 'Xetrov90018123m', 'Xelaev18047462m.g', 'Xelaev18016080m.g', 'mmp3', 'loc100494822', 'rbp1', 'ripk4', 'Xelaev18047460m.g', 'Xelaev18002842m.g', 'secisbp2l', 'nid2', 'krt19', 'ctsb', 'Xetrov90029035m', 'angptl7', 'Xelaev18016074m.g', 'fkbp1b', 'Xelaev18040855m.g', 'MGC75752', 'krt18', 'suclg2', 'msx1', 'hes5_X2', 'Xelaev18047453m.g', 'Xelaev18013182m.g', 'Xelaev18046818m.g', 'lama1', 'col1a2', 'tmem8a', 'glul.like.1', 'klf2', 'loc100489129', 'gamt', 'tfpi2', 'mmp1', 'Xelaev18013239m.g', 'olfm4', 'psap', 'krt2l', 'hes5.2', 'ereg', 'loc100494945', 'hes2', 'col1a1', 'krt16', 'pltp', 'sema3a', 'gng10', 'col2a1', 'tfcp2l1', 'fgfr4', 'ctbs', 'vwde', 'vwa2', 'ccl21', 'kpna2', 'loc100494945', 'loc100497729', 'cyp26a1', 'loc100137672', 'pthlh', 'tfap2c', 'loc100493999.like', 'tpm2', 'snai2', 'sds']"
"overlap filter ratio=0, resolution=1.0, kmeans n=10",2,louvain,xgboost,19,75,2,0.02666666666666667,"['dupd1', 'Xelaev18004130m.g', 'act3', 'myl1', 'Xelaev18045307m.g', 'ckm', 'Xelaev18018009m.g', 'odf3', 'adm2', 'lep', 'loc101734287', 'Xelaev18017960m.g', 'loc100127794', 'loc101732997', 'gata3', 'sema3a', 'cacna2d1', 'fgl2', 'cttn.like.1', 'loc100496311.like', 'crabp1', 'efcab10.like', 'sema7a', 'unnamed.L.3', 'rora', 'rbpms2', 'ctsl', 'ctsh', 'duox1', 'rab27a', 'wdr72', 'scg3', 'slc24a5', 'reln', 'kif21a', 'Xelaev18017743m.g', 'loc100490291', 'cplx2', 'loc100493940', 'dbn1', 'fgfr4', 'sncb', 'ano4.like.2', 'stab2', 'ascl1', 'pah', 'txnrd1', 'lta4h', 'myf5', 'mgat4c', 'epyc', 'lyz', 'ptprb', 'ptprr', 'syt1.like', 'slc38a4', 'nell2', 'pdzrn4', 'cntn1', 'ccr8', 'cav1', 'wnt2', 'atp6ap1.1', 'il17rel', 'fgf7', 'map1a.like', 'map1a', 'large', 'mogat2.1', 'gp1ba', 'gstp1', 'loc101731311', 'Xelaev18019512m.g', 'Xelaev18019546m.g', 'loc100488434']"
"overlap filter ratio=0, resolution=1.0, kmeans n=10",3,kmeans,logreg,3,75,4,0.05333333333333334,"['col1a1', 'lum', 'col1a1', 'postn', 'apoe', 'c2orf40', 'col1a2', 'apoc1.like', 'lum', 'col17a1', 'frem2', 'dcn', 'apoe', 'mdk', 'col11a1.like', 'fgfbp2', 'kera', 'cldn6.1', 'Xelaev18016080m.g', 'krt5.7', 'sparc', 'frem2.1', 'postn', 'fras1', 'Xelaev18038148m.g', 'loc101734526', 'loc100490088', 'krt12', 'egfl6', 'mmp8', 'krt15', 'msmb.3', 'krt12', 'ereg', 'col2a1', 'loc100490088', 'htra4', 'krt18', 'bcam', 'nptx1', 'col1a2', 'cpz', 'loc100494786', 'dcn', 'areg', 'col5a3.like', 'hey1', 'lama5', 'serpinh1', 'ptgs1', 'rhou', 'gpx7', 'cldn6.2', 'col14a1', 'ogn', 'thbs3', 'ly6g6c', 'loc100491788', 'loc100488540', 'fkbp10', 'krt16', 'col6a1', 'col4a6.like', 'col14a1', 'krt16', 'loc100127750', 'Xelaev18041402m.g', 'igfbp2', 'sema3b', 'efemp2', 'bmp7.1', 'pzp', 'ccdc3', 'azin2', 'fkbp10']"
"overlap filter ratio=0, resolution=1.0, kmeans n=10",3,kmeans,svm,3,75,1,0.013333333333333334,"['ca2', 'slc25a5', 'Xelaev18045095m.g', 'Xelaev18047460m.g', 'Xelaev18047462m.g', 'postn', 'lum', 'MGC75752', 'apoc1.like', 'dcn', 'Xelaev18001106m.g', 'apoe', 'fgfbp2', 'loc101734526', 'frem2', 'col1a1', 'Xelaev18047453m.g', 'Xelaev18001105m.g', 'ifitm1', 'c2orf40', 'Xelaev18045052m.g', 'Xelaev18047452m.g', 'tagln2', 'col1a2', 'col17a1', 'frem2.1', 'loc100490088', 'col11a1.like', 'htra4', 'cpz', 'Xelaev18040854m.g', 'zswim4', 'cldn6.1', 'Xelaev18003734m.g', 'fos', 'fras1', 'Xelaev18017913m.g', 'apoe', 'Xetrov90018212m', 'lum', 'mdk', 'krt12', 'postn', 'Xelaev18047430m.g', 'col6a1', 'mmp8', 'loc100486548', 'Xelaev18045649m.g', 'Xelaev18036725m.g', 'ctgf', 'Xelaev18016080m.g', 'fam83a', 'msmb.3', 'timp.1', 'myf5', 'col14a1', 'pgd', 'col14a1', 'fbn3', 'snai2', 'col1a2', 'loc100491788', 'mmp19.like.2', 'Xelaev18011461m.g', 'efemp2', 'gpx7', 'thbs3', 'krt5.7', 'slc40a1', 'ctsb', 'ucma', 'slurp1l', 'ggt1', 'krt18', 'loc100049121']"
"overlap filter ratio=0, resolution=1.0, kmeans n=10",3,kmeans,xgboost,3,75,3,0.04,"['lum', 'col1a1', 'apoe', 'dcn', 'frem2', 'ly6g6c', 'egfl6', 'col1a2', 'slurp1l', 'fras1', 'tagln2', 'mxra5', 'snai2', 'krt12', 'pram1', 'col11a1.like', 'sparc', 'atp6v1d', 'col14a1', 'postn', 'txnrd3', 'c2orf40', 'cldn6.1', 'mdk', 'krt12', 'efcab10.like', 'lep', 'reln', 'sema7a', 'pkm', 'fgl2', 'Xelaev18018009m.g', 'pstpip1', 'sema3c', 'ucma', 'ccdc3', 'itih5', 'tmem110l', 'prkcq', 'Xelaev18017913m.g', 'loc105946937', 'loc100498358', 'Xelaev18017960m.g', 'cttn.like.1', 'odf3', 'loc100498441', 'Xelaev18017743m.g', 'slc26a3.1', 'stc2', 'atp6v0e1', 'dpysl3', 'slc26a2.2', 'hrh2', 'cplx2', 'hk2', 'sncb', 'stab2', 'ascl1', 'pah', 'lta4h', 'nts', 'epyc', 'kera', 'lyz', 'phlda1', 'syt1.like', 'nell2', 'pdzrn4', 'cntn1', 'foxp2', 'cav1', 'cadps2.like', 'atp6ap1.1', 'mlc1', 'kif21a']"
"overlap filter ratio=0, resolution=1.0, kmeans n=10",3,leiden,logreg,9,75,3,0.04,"['apoc1.like', 'loc101734526', 'egfl6', 'mmp8', 'mmp8', 'cldn6.1', 'krt5.7', 'mdk', 'Xelaev18045649m.g', 'loc100049121', 'ifitm1', 'fermt1', 'azin2', 'Xelaev18008278m.g', 'cldn4', 'nptx1', 'myl9', 'tns4', 'lum', 'ereg', 'lum', 'loc100490088', 'ppap2b', 'bcam', 'c2orf40', 'frem2.1', 'ly6g6c', 'tagln2', 'dlx3', 'rassf6', 'kera', 'vit', 'krt12', 'myl9', 'apoe', 'ogn', 'Xelaev18041402m.g', 'krt16', 'Xelaev18038148m.g', 'postn', 'krt16', 'fgfbp2', 'btg2', 'loc100497390', 'fam83a', 'col14a1', 'msx2', 'arg2', 'txn', 'dcn', 'loc100494786', 'Xetrov90005752m', 'Xelaev18009504m.g', 'ism2', 'col14a1', 'fkbp7', 'vwa2', 'msx2', 'dlx3', 'areg', 'rhou', 'bmp7.1', 'loc100486548', 'Xelaev18007945m.g', 'igfbp2', 'msx1', 'cldn6.2', 'sox11', 'ggt1', 'tfpi2', 'loc100490088', 'MGC75752', 'mmp1', 'msx1', 'krt18']"
"overlap filter ratio=0, resolution=1.0, kmeans n=10",3,leiden,svm,14,75,2,0.02666666666666667,"['Xelaev18045095m.g', 'ca2', 'slc25a5', 'Xelaev18020998m.g', 'Xelaev18047460m.g', 'slc26a2.2', 'slc26a2.2', 'Xelaev18017743m.g', 'MGC75752', 'Xelaev18047462m.g', 'Xelaev18041411m.g', 'cystm1', 'col1a2', 'tmem72', 'Xelaev18020203m.g', 'slc4a9', 'loc100495848', 'Xelaev18045052m.g', 'ifitm1', 'Xelaev18001105m.g', 'Xelaev18001106m.g', 'Xelaev18047430m.g', 'atp6v0a4', 'krt', 'Xelaev18003734m.g', 'plk2', 'Xelaev18040968m.g', 'cystm1', 'Xelaev18036725m.g', 'loc100498507', 'suclg2', 'krt8', 'MGC75752', 'atp6v1g3', 'ly6g6c', 'atp6v1e1', 'fabp3', 'hes1', 'atp6ap1.1', 'Xelaev18017913m.g', 'atp6v1c2', 'loc100145701', 'myf5', 'Xelaev18034626m.g', 'atp6v1d', 'tfcp2l1', 'atp6v1g3', 'atp6v1b1', 'atp6ap1.1', 'ier2', 'tspan7', 'ca2', 'atp6v0d2', 'fos', 'foxi1', 'nmral1', 'acat1', 'atp6v0c', 'atp6v0c', 'tmem213', 'azin2', 'Xelaev18047453m.g', 'egfl6', 'tpte2', 'Xelaev18034081m.g', 'insrr', 'gcnt2', 'tfap2c', 'btg2', 'Xetrov90018123m', 'Xelaev18045082m.g', 'Xelaev18045363m.g', 'atp6v0b', 'anxa6', 'loc100487364']"
"overlap filter ratio=0, resolution=1.0, kmeans n=10",3,leiden,xgboost,9,75,2,0.02666666666666667,"['egfl6', 'mdk', 'apoe', 'tns4', 'mmp8', 'postn', 'col1a2', 'frem2.1', 'loc101734526', 'ggt1', 'cldn6.2', 'col1a2', 'apoc1.like', 'Xelaev18001106m.g', 'Xelaev18045649m.g', 'krt15', 'mmp8', 'bgn', 'ifitm1', 'krt5.7', 'col1a1', 'bcam', 'azin2', 'fermt1', 'ppap2b', 'app', 'ereg', 'Xelaev18016080m.g', 'sparc', 'cldn6.1', 'igfbp2', 'mxd4', 'camk2d', 'slc25a5', 'col17a1', 'MGC75752', 'nptx1', 'lama3', 'loc100491788', 'Xelaev18008278m.g', 'apoe', 'ogn', 'rhou', 'tagln2', 'msx2', 'txn', 'Xelaev18017913m.g', 'hk2', 'cplx2', 'loc105946937', 'prkcq', 'tmem110l', 'itih5', 'lep', 'ccdc3', 'ucma', 'sema3c', 'sncb', 'fgl2', 'lta4h', 'stab2', 'odf3', 'epyc', 'kera', 'lum', 'dcn', 'lyz', 'pah', 'phlda1', 'ascl1', 'syt1.like', 'nell2', 'pdzrn4', 'cntn1', 'reln']"
"overlap filter ratio=0, resolution=1.0, kmeans n=10",3,louvain,logreg,5,75,4,0.05333333333333334,"['apoc1.like', 'col1a1', 'col1a1', 'krt12', 'lum', 'krt12', 'mdk', 'apoe', 'sparc', 'postn', 'col1a2', 'ly6g6c', 'fgfbp2', 'ier2', 'c2orf40', 'loc101734526', 'lum', 'krt5.7', 'cldn6.1', 'btg2', 'dcn', 'mmp8', 'fos', 'postn', 'timp.1', 'egfl6', 'apoe', 'col17a1', 'fos', 'col5a3.like', 'Xelaev18047430m.g', 'frem2', 'azin2', 'col1a2', 'kera', 'Xelaev18045052m.g', 'col11a1.like', 'msmb.3', 'col14a1', 'frem2.1', 'Xelaev18016080m.g', 'loc100486548', 'dcn', 'loc100491788', 'cldn4', 'loc100490088', 'cldn6.2', 'mmp8', 'thbs3', 'col2a1', 'msx2', 'loc100490088', 'loc100486548', 'krt18', 'vwa2', 'cpz', 'zswim4', 'loc100049121', 'fras1', 'krt15', 'col3a1', 'pltp', 'col6a1', 'Xetrov90029035m', 'fermt1', 'dkk1', 'adamts1', 'Xelaev18009504m.g', 'Xelaev18028574m.g', 'lama5', 'igfbp2', 'col6a2', 'thbs1', 'myl9', 'msx1']"
"overlap filter ratio=0, resolution=1.0, kmeans n=10",3,louvain,svm,5,75,3,0.04,"['ca2', 'slc25a5', 'Xelaev18045095m.g', 'Xelaev18047460m.g', 'Xelaev18047462m.g', 'postn', 'lum', 'apoc1.like', 'dcn', 'fgfbp2', 'Xelaev18045052m.g', 'Xelaev18001106m.g', 'MGC75752', 'Xelaev18040854m.g', 'apoe', 'col1a2', 'Xelaev18047453m.g', 'mdk', 'Xelaev18045649m.g', 'timp.1', 'lum', 'loc101734526', 'Xelaev18047452m.g', 'postn', 'Xelaev18001105m.g', 'MGC75752', 'c2orf40', 'Xelaev18003734m.g', 'col14a1', 'txn', 'apoe', 'lyg2', 'zswim4', 'loc101732654.like', 'loc100494945', 'cldn6.2', 'ifitm1', 'frem2', 'krt12', 'loc100490088', 'myf5', 'fabp3', 'loc100491788', 'Xelaev18036725m.g', 'msmb.3', 'col17a1', 'col1a2', 'Xelaev18012120m.g', 'cldn6.1', 'sparc', 'slurp1l', 'col1a1', 'kera', 'loc101733140', 'npnt', 'loc100049121', 'atp6v0c', 'fos', 'vwa2', 'mmp7', 'Xelaev18016080m.g', 'fam83a', 'ets2', 'col6a1', 'prss57', 'col11a1.like', 'tagln2', 'pltp', 'igfbp2', 'htra4', 'arhgdib', 'dcn', 'col14a1', 'loc100488540', 'Xelaev18030549m.g']"
"overlap filter ratio=0, resolution=1.0, kmeans n=10",3,louvain,xgboost,5,75,2,0.02666666666666667,"['lum', 'col1a1', 'apoe', 'egfl6', 'col14a1', 'frem2.1', 'fras1', 'dcn', 'sparc', 'slurp1l', 'col1a1', 'ly6g6c', 'ggt1', 'mmp13', 'krt12', 'ereg', 'mdk', 'txn', 'col11a1.like', 'app', 'Xelaev18005287m.g', 'camk2d', 'ets2', 'prdm1', 'postn', 'fgfbp2', 'sox9', 'ier2', 'col2a1', 'loc105946937', 'Xelaev18017913m.g', 'prkcq', 'pkm', 'hk2', 'itih5', 'ccdc3', 'ucma', 'tmem110l', 'odf3', 'lep', 'cttn.like.1', 'sema7a', 'sema3c', 'Xelaev18017960m.g', 'hrh2', 'loc100498358', 'pstpip1', 'Xelaev18018009m.g', 'cplx2', 'nts', 'sncb', 'fgl2', 'lta4h', 'kera', 'pah', 'ascl1', 'lyz', 'phlda1', 'syt1.like', 'nell2', 'pdzrn4', 'cntn1', 'foxp2', 'cav1', 'cadps2.like', 'atp6ap1.1', 'asb15', 'Xelaev18018049m.g', 'mlc1', 'stab2', 'kif21a', 'slc26a3.1', 'Xelaev18017743m.g', 'epyc', 'reln']"
"overlap filter ratio=0, resolution=1.0, kmeans n=10",all,kmeans,logreg,2,75,7,0.09333333333333334,"['Xelaev18016080m.g', 'lum', 'col1a1', 'ly6g6c', 'lum', 'loc101734526', 'apoc1.like', 'krt12', 'col1a1', 'fos', 'loc100049121', 'loc100490088', 'mmp8', 'col2a1', 'ogn', 'kera', 'msmb.3', 'col1a2', 'krt5.7', 'ets2', 'rassf6', 's100a11', 'postn', 'thbs3', 'twsg1', 'Xetrov90029035m', 'frem1', 'hes3.3', 'krt16', 'dkk1', 'loc100486548', 'Xelaev18017960m.g', 'frem2.1', 'cldn6.2', 'bcam', 'Xetrov90018123m', 'hes9.2', 'fgf7', 'vcan', 'lrrn4cl', 'fabp3', 'htra4', 'krt18', 'loc100127564', 'ppp1r15a', 'Xelaev18010901m.g', 'npnt', 'hes9.1', 'Xelaev18009504m.g', 'lyar', 'pzp', 'mmp1', 'Xelaev18047462m.g', 'enpp2', 'fgfbp1', 'efemp2', 'sp9', 'ch25h', 'krt', 'c3', 'loc101732997', 'hes5.1', 'tspear', 'msx1', 'Xelaev18007618m.g', 'rspo2', 'loc100137672', 'fabp3', 'hey1', 'ptgs1', 'Xelaev18034843m.g', 'loc100492954', 'lep', 'Xelaev18026267m.g', 'mmp11']"
"overlap filter ratio=0, resolution=1.0, kmeans n=10",all,kmeans,svm,2,75,3,0.04,"['Xelaev18016080m.g', 'loc101734526', 'mmp8', 'loc100490088', 'hbg2', 'Xelaev18002241m.g', 'Xelaev18001105m.g', 'krt5.7', 'pgd', 'hba1', 'itga2', 'hes2', 'col5a1.like', 'apoc1.like', 'krt16', 'serpine2', 'Xelaev18034078m.g', 'tcn2', 'Xelaev18047460m.g', 'epgn', 'entpd2', 'hoxa13', 'cxcl8', 'rhobtb1', 'krt12', 'frem1', 'Xelaev18047452m.g', 'loc100495760', 'sytl1', 'ggt1', 'foxr1', 'loc100497848', 'dkk1', 'hpd.like.1', 'Xelaev18045649m.g', 'Xelaev18009504m.g', 'vwc2l.2', 'Xelaev18045082m.g', 'Xelaev18034843m.g', 'robo4', 'twsg1', 'rbp4', 'fam83b', 'myadm', 'vcan', 'dlx5', 'lgmn', 'col9a1', 'atp12a.like', 'Xelaev18022528m.g', 'Xelaev18010901m.g', 'lum', 'ckm', 'myf5', 'syt8', 'loc100494786', 'loc100486548', 'fgf7', 'vgll1', 'htra4', 'c1qtnf3', 'ogn', 'fgfbp1', 's100a11', 'Xelaev18018009m.g', 'oaf', 'rspo2', 'aebp1', 'msx1', 'hey1', 'Xelaev18017960m.g', 'Xelaev18000469m.g', 'lect1', 'hes5_X2', 'serpine1']"
"overlap filter ratio=0, resolution=1.0, kmeans n=10",all,kmeans,xgboost,2,75,2,0.02666666666666667,"['lum', 'ptx3', 'col1a1', 'Xetrov90029035m', 'lum', 'mxra5', 'col14a1', 'apoc1.like', 'ly6g6c', 'col1a1', 'slurp1l', 'krt16', 'cdh11', 'Xelaev18034081m.g', 'epgn', 'frem2.1', 'krt12', 'aebp1', 'loc100485744', 'psca', 'Xelaev18034078m.g', 'vgll1', 'col1a2', 'krt5.7', 'sp9', 'egfl6', 'htra4', 'thbs3', 'vwa2', 'Xelaev18016080m.g', 'loc100495760', 'Xelaev18040854m.g', 'loc101733140', 'areg', 'Xelaev18041402m.g', 'npnt', 'Xelaev18047460m.g', 'atp6v1d', 'clca3p.like', 'mmp8', 'tfcp2l1', 'hbg2', 'mmp8', 'phlda1', 'itga2', 'loc101734526', 'Xetrov90018123m', 'zswim4', 'loc100490088', 'pck1', 'fos', 'optc', 'bcam', 'loc100494945', 'lamc1', 'pck1', 'gpi', 'Xelaev18010901m.g', 'fos', 'bhlha9', 'txn', 'loc100487364', 'vcan', 'pgd', 'lama1', 'MGC75752', 'lyg2', 'msmb.3', 'rassf6', 'zc3h12a', 'ptgs1', 'tcn2', 'krt19', 'gpi', 'irf1']"
"overlap filter ratio=0, resolution=1.0, kmeans n=10",all,leiden,logreg,19,75,6,0.08,"['apoc1.like', 'krt16', 'frem2.1', 'ly6g6c', 'loc100490088', 'pthlh', 'Xetrov90029035m', 'optc', 'fn1', 'loc100127750', 'col14a1', 'Xelaev18041402m.g', 'dlx3', 'efemp2', 'krt16', 'fam83b', 'mmp8', 'pnhd', 'vcan', 'ctgf', 'psap', 'mmp8', 'krt', 'lpar3', 'aebp1', 'ecm1', 'lum', 'clca3p.like', 'loc100486548', 'bmp2', 'fabp3', 'Xelaev18026267m.g', 'hes2', 'cldn6.2', 'apcdd1', 'cxcl14', 'ptrf', 'Xelaev18017960m.g', 'bcam', 'Xelaev18010901m.g', 'gad1.2', 'loc100497848', 'col27a1', 'egfl6', 'vit', 'prss36', 'cpamd8', 'bmp2', 'sult2b1', 'mmp3', 'ppp1r15a', 'kera', 'rasl11b', 'krt5.7', 'Xelaev18015757m.g', 'fn1', 'fbn2', 'enpp2', 'npnt', 'Xetrov90018212m', 'krt19', 'loxl1', 'rassf6', 'loc100494945', 'nid2', 'ehd2', 'lamc1', 'lgmn', 'emx2', 'Xelaev18008610m.g', 'pfkfb4', 'snai2', 'tnmd', 'pltp', 'epgn']"
"overlap filter ratio=0, resolution=1.0, kmeans n=10",all,leiden,svm,19,75,6,0.08,"['Xelaev18016080m.g', 'loc100127750', 'krt16', 'twsg1', 'lum', 'fbn2', 'frem2.1', 'Xelaev18047462m.g', 'krt12', 'Xelaev18047452m.g', 'hbg2', 'optc', 'col1a2', 'pthlh', 'Xetrov90029035m', 'loc100049121', 'Xetrov90011359m', 'mmp8', 'Xelaev18041402m.g', 'vcan', 'fos', 'postn', 'loc100486548', 'prss35', 'vit', 'zswim4', 'Xelaev18007945m.g', 'psca', 'cpa6', 'Xelaev18010901m.g', 'col14a1', 'bmp2', 'loc100488523', 'bmp2', 'loc100488697', 'bcam', 'gjb2', 'pnhd', 'gad1.2', 'MGC75752', 'Xelaev18032610m.g', 'loc100495760', 'txn', 'ccdc3', 'Xetrov90018123m', 'loc100497390', 'Xelaev18045082m.g', 'emx2', 'krt', 'insig1', 'loc100497848', 'rdh10', 'fos', 'cldn6.2', 'Xelaev18047460m.g', 'prss36', 'vwc2l.2', 'cdh11', 'actc1', 'Xelaev18010947m.g', 'pgd', 'aebp1', 'psap', 'snai2', 'ch25h', 'myf5', 'slitrk6', 'Xelaev18038705m.g', 'apoc1.like', 'pcp4', 'lama1', 'kera', 'jchain', 'ctgf', 'dlx2']"
