root_label,time,method,model,cluster,marker_count,overlap_count,overlap_ratio,processed_genes
"overlap filter ratio=0.2, resolution=2.0, kmeans n=45",0,leiden,logreg,10,75,1,0.013333333333333334,"['Xelaev18047453m.g', 'Xelaev18045083m.g', 'Xelaev18047462m.g', 'ca2', 'prph', 'lyar', 'cobl', 'Xelaev18038892m.g', 'Xelaev18031834m.g', 'Xelaev18001105m.g', 'tnnc2', 'mcam', 'Xelaev18002241m.g', 'cystm1', 'Xetrov90018212m', 'vcan', 'pc', 'bhlhe40', 'inf2', 'Xelaev18047610m.g', 'gap43', 'colgalt1', 'dpepe', 'tpgs1', 'ccnb1.2', 'map1b', 'loc549413', 'rac2', 'trank1', 'atp6v1d', 'penk', 'tuba1b', 'tal1', 'tnnc2', 'ggh', 'Xelaev18017913m.g', 'sncg', 'tspan32', 'tst', 'rrad', 'ccnb1.2', 'hes9.1', 'MGC115708', 'trim72', 'igf2', 'gstz1', 'Xelaev18045307m.g', 'twsg2', 'jchain', 'aldoa', 'nif', 'cenpv', 'syt1.like', 'ly6g6c', 'sfrp1', 'hes6.1', 'hes9.2', 'gas2', 'hes5_X1', 'bmp2', 'myl1', 'pgam1', 'gap43', 'Xelaev18047607m.g', 'hes5.1', 'c1orf158', 'mbnl1', 'loc100170419', 'neurog1', 'ptpn6', 'tkt', 'ednra', 'atp6v1h', 'ctsb', 'pax6']"
"overlap filter ratio=0.2, resolution=2.0, kmeans n=45",0,leiden,logreg,11,75,0,0.0,"['Xelaev18047453m.g', 'lum', 'Xelaev18002241m.g', 'loc101734526', 'vcan', 'loc100490646', 'Xelaev18009504m.g', 'ca2', 'krt12', 'krt8', 'cplx1', 'txn', 'slurp1l', 'enkur', 'gzmh', 'krt19', 'Xelaev18018852m.g', 'crp.4', 'col2a1', 'Xelaev18037480m.g', 'Xelaev18032450m.g', 'loc100494072.like', 'mmp8', 'apoe', 'krt12', 'col1a2', 'abat', 'col9a3', 'fgfbp1', 'Xetrov90018123m', 'glul.like.1', 'Xelaev18045083m.g', 'nid1', 'slco2b1', 'Xelaev18016080m.g', 'ctgf', 'ctsb', 'ifit5', 'cdc42ep3', 'col8a1', 'akap12', 'gcm1', 'phldb3', 'aplnr', 'frem2.1', 'loc100489257', 'twsg1', 'kera', 'cyba', 'dpysl3', 'c1qa', 'mal', 'cenpv', 'ednrb2', 'prss57', 'kif5c', 'crip1', 'tnn', 'Xelaev18016663m.g', 'postn', 'cfl2', 'Xelaev18029515m.g', 'nr4a2', 'ca2', 'cldn6.2', 'elf3', 'Xelaev18019895m.g', 'Xetrov90029035m', 'colgalt1', 'loc100497528', 'npr3', 'loc100497103', 'spon1', 'lbx1', 'loc549413']"
"overlap filter ratio=0.2, resolution=2.0, kmeans n=45",0,leiden,logreg,12,75,2,0.02666666666666667,"['Xelaev18016080m.g', 'apoc1.like', 'kera', 'msmb.3', 'loc100049121', 'Xelaev18013621m.g', 'btg2', 'cdc42ep3', 'col5a3.like', 'tnc.like', 'fos', 'ets2', 'postn', 'col5a3.like', 'Xetrov90010969m', 'pxdn', 'fos', 'Xetrov90005752m', 'nid1', 'ppm1l', 'Xelaev18007945m.g', 'cyp26c1', 'col1a2', 'mmp3', 'lum', 'cyp26a1', 'nr4a2', 'vgll1', 'Xelaev18045052m.g', 'mmp19.like.2', 'twsg1', 'col6a1', 'loc100487362.1', 'ednra', 'ch25h', 'stat1', 'loc100127564', 'loc101734526', 'emx2', 'Xelaev18003734m.g', 'mbnl1', 'lpl', 'itgax', 'apoe', 'kpna2', 'fbp1', 'lmx1b.1', 'Xelaev18024665m.g', 'Xelaev18009066m.g', 'ppargc1b', 'pcp4', 'col22a1.like.2', 'pzp', 'fabp4', 'gng3', 'ch25h', 'postn', 'prss36', 'loc101732997', 'fgf9', 'pthlh', 'cldn6.1', 'Xelaev18038145m.g', 'fabp3', 'krt5.7', 'crip1', 'gpm6b.like', 'Xetrov90011361m', 'c2orf40', 'insig1', 'ecm2.1', 'epyc', 'suclg2', 'naglu', 'atp6v1e1']"
"overlap filter ratio=0.2, resolution=2.0, kmeans n=45",0,leiden,logreg,13,75,1,0.013333333333333334,"['Xelaev18047453m.g', 'MGC75582', 'bcl2l10', 'Xelaev18005157m.g', 'epb41l3', 'mybph', 'btg2', 'sncb', 'Xelaev18043641m.g', 'fos', 'Xelaev18036545m.g', 'lta4h', 'Xelaev18036345m.g', 'ckm', 'loc101733581', 'fbn3', 'Xelaev18042719m.g', 'loc100496216', 'smad6.2', 'pdgfrl.2', 'Xelaev18045303m.g', 'mmp13', 'Xelaev18032295m.g', 'Xelaev18031834m.g', 'tnni2', 'ache', 'cystm1', 'Xelaev18036117m.g', 'spink2', 'shh', 'prph', 'loc101731328', 'foxr1', 'lyar', 'nrp1', 'hes9.1', 'tac1', 'atp6v0a4', 'phldb3', 'Xelaev18037480m.g', 'tubb2b', 'hes5.1', 'kcnf1', 'akap2', 'ppargc1b', 'Xelaev18017913m.g', 'Xelaev18018914m.g', 'twist1', 'slc25a5', 'sla', 'Xelaev18045306m.g', 'pcp4', 'pltp', 'ndrg4', 'fos', 'entpd2', 'rrad', 'tnni2', 'cndp2', 'Xelaev18045052m.g', 'snap25', 'cldn6.2', 'pkd2l1', 'mmp1', 'pdzrn4', 'slc6a17', 'Xelaev18001042m.g', 'angptl2', 'tcn2', 'scg2', 'Xelaev18026756m.g', 'myh8.like', 'Xelaev18022082m.g', 'prtn3', 'sncg']"
"overlap filter ratio=0.2, resolution=2.0, kmeans n=45",0,leiden,logreg,14,75,0,0.0,"['hes5.2', 'hes5.1', 'hes5.1', 'fos', 'Xelaev18037602m.g', 'hes9.2', 'hes3.3', 'loc100497528', 'hes9.1', 'krt19', 'fos', 'fam181a', 'hes5.2', 'rarres1', 'c7orf57', 'Xelaev18003734m.g', 'nkx2.8', 'atp1b3', 'iqca1', 'msi1', 'vim', 'cldn6.2', 'wdr16', 'fabp7', 'slc1a3', 'hes5_X2', 'duox1', 'tnni1.2', 'loc100496911', 'loc100498622', 'enkur', 'Xelaev18045052m.g', 'Xelaev18001105m.g', 'alcam', 'krt8', 'slc25a5', 'ckb', 'msi1', 'atp6v0c', 'ak7', 'loc101731645', 'loc100490646', 'hes8', 'col3a1', 'calm2', 'loc100490646', 'not', 'hes8', 'cxcr4', 'Xelaev18038827m.g', 'btg2', 'c2orf50', 'angptl2', 'loc100492862', 'sox3', 'ccdc173', 'wnt4', 'gpi', 'neurod4', 'ca14', 'olig2', 'Xelaev18047430m.g', 'dlc', 'cldn6.1', 'mlc1', 'zfhx3', 'dbx1', 'stmn3', 'rdh10', 'Xelaev18024815m.g', 'hmga2', 'ckm', 'insm1', 'cxcr4', 'col2a1']"
"overlap filter ratio=0.2, resolution=2.0, kmeans n=45",0,leiden,logreg,15,75,0,0.0,"['Xelaev18047453m.g', 'Xelaev18001105m.g', 'Xelaev18003734m.g', 'Xelaev18047462m.g', 'slc25a5', 'calm2', 'cndp2', 'atp6ap1.2', 'hes6.1', 'Xelaev18047430m.g', 'cpeb2.like', 'ccnb1.2', 'pgd', 'Xelaev18022528m.g', 'myo10', 'hes5_X2', 'cda', 'Xelaev18045052m.g', 'Xelaev18022529m.g', 'rtbdn', 'tnni2', 'atp1b3', 'ccl42d', 'loc100494515.like', 'uts2', 'ckm', 'Xelaev18036545m.g', 'Xelaev18019895m.g', 'atp1b3', 'atp6v0b', 'act3', 'pgam1', 'f2rl3', 'lgmn', 'crip1', 'gsta4', 'atp6v0c', 'ckb', 'c4orf48', 'loc100487364', 'Xelaev18026267m.g', 'MGC75582', 'stat1', 'Xelaev18045307m.g', 'acp5', 'Xelaev18047609m.g', 'cxcr4', 'insig1', 'fabp3', 'crp.4', 'col9a3', 'Xelaev18015757m.g', 'lyar', 'sdsl', 'pah', 'dct', 'emilin3', 'scamp4', 'pkm', 'fabp7', 'cadps', 'ache', 'cxcr4', 'stmn2', 'loc100496720', 'calm2', 'Xelaev18024665m.g', 'ramp3', 'elavl4', 'serpinb1', 'cenpv', 'ctsb', 'dpepe', 'pxdn', 'cdc42ep3']"
"overlap filter ratio=0.2, resolution=2.0, kmeans n=45",0,leiden,logreg,16,75,1,0.013333333333333334,"['slc25a5', 'Xelaev18045052m.g', 'Xelaev18047430m.g', 'Xelaev18001105m.g', 'calm2', 'nid2', 'sox10', 'Xelaev18003734m.g', 'twist1', 'pmel.like', 'actc1', 'vim', 'cyyr1', 'actc1', 'tnn', 'hes5_X2', 'fabp3', 'ednrb2', 'fam212a', 'Xelaev18039277m.g', 'hes7.2', 'loc100494786', 'rab38', 'Xetrov90011359m', 'fabp3', 'loc101731328', 'sox10', 'twist1', 'tyrp1', 'col3a1', 'Xelaev18022531m.g', 'hmga2', 'Xelaev18022528m.g', 'entpd2', 'carhsp1', 'emp3', 'act3', 'Xetrov90015728m', 'Xelaev18003533m.g', 'esr.5', 'Xelaev18036372m.g', 'slc45a2', 'pax3', 'lama4', 't2', 'Xelaev18026756m.g', 'arhgef40', 'kpna2', 'ctgfl', 'fn1', 'hey1', 'rtn2', 'Xetrov90011361m', 'colec12', 'loc100489839.like', 'myf5', 'Xelaev18045307m.g', 'loc100496183', 'c1qtnf3', 'ccnb1.2', 'pax7', 'pmel.like', 'hes3.3', 'rbpms2', 'nog', 'ftmt', 'myh11', 'krt18', 'myod1', 'loc100496565', 'Xelaev18015757m.g', 'Xelaev18016867m.g', 'calm2', 'loc100497910', 'foxc2']"
"overlap filter ratio=0.2, resolution=2.0, kmeans n=45",0,leiden,logreg,17,75,0,0.0,"['loc100490646', 'crip1', 'cst3', 'emp3', 'krt19', 'cldn5', 'neurod1', 'fabp3', 'Xelaev18019895m.g', 'Xelaev18015757m.g', 'zic5', 'Xetrov90018212m', 'Xetrov90011359m', 'hes6.1', 'dpysl3', 'krt8', 'cenpv', 'sox3', 'aqp1', 'sall4', 'loc100490646', 'gsta1', 'npr3', 'fabp7', 'loc100494786', 'npr3', 'mst1', 'Xelaev18001105m.g', 'hes6.2', 'Xelaev18023481m.g', 'nova1', 'Xelaev18003895m.g', 'ccnb1.2', 'Xelaev18024815m.g', 'hes6.1', 'postn', 'nova1', 'c17orf58', 'ppargc1b', 'cxcr4', 'vcan', 'pih1d3', 'calm2', 'gdf10', 'postn', 'nhlh1', 'dbx1', 'loc100497848', 'ckb', 'dnali1', 'ctsb', 'sult2b1', 'calm2', 'msi1', 'olig2', 'ascl1', 'tnc.like', 'pak3', 'atp6v1d', 'sds', 'ism1', 'cldn19', 'epb41l3', 'foxr1', 'bmp2', 'c8orf4', 'slit2', 'c1orf158', 'ngfr', 'sulf1', 'evx1', 'prph', 'msi1', 'tuba1b', 'nog']"
"overlap filter ratio=0.2, resolution=2.0, kmeans n=45",0,leiden,logreg,18,75,15,0.2,"['apoc1.like', 'fn1', 'krt16', 'krt16', 'frem2.1', 'pltp', 'Xetrov90029035m', 'krt5.7', 'krt', 'nid2', 'ly6g6c', 'bmp5', 'loc100127750', 'vcan', 'unc5b', 'krt12', 'mmp3', 'Xelaev18045649m.g', 'bmp2', 'lum', 'Xelaev18045052m.g', 'mmp19.like.2', 'lama1', 'Xelaev18007945m.g', 'megf6', 'Xelaev18038969m.g', 'sp9', 'cldn6.1', 'loc100497848', 'loc100490088', 'Xelaev18017960m.g', 'Xelaev18047430m.g', 'Xelaev18017913m.g', 'msx1', 'lpar3', 'efemp2', 'vwa2', 'fbn2', 'cxcl14', 'Xelaev18036372m.g', 'loc100497154', 'krt', 'fgfbp1', 'ackr3', 'slc25a5', 'rspo2', 'krt12', 'enpp2', 'rspo2', 'egfl6', 'mxra5', 'dlx2', 'Xelaev18008610m.g', 'cgref1', 'prss35', 'emx2', 'col27a1', 'vwde', 'fgf7', 'lamb2', 'Xetrov90018212m', 'Xetrov90011359m', 'lsp1', 'ccdc3', 'Xelaev18043128m.g', 'mmp8', 'tnc.like', 'loc100488523', 'aebp1', 'ftmt', 'tnn', 'fam83b', 'twsg1', 'pmp22', 'loc100494515.like']"
"overlap filter ratio=0.2, resolution=2.0, kmeans n=45",0,leiden,logreg,19,75,2,0.02666666666666667,"['loc100127564', 'Xelaev18035220m.g', 'itln1', 'loc100492852', 'loc100494945', 'Xelaev18019895m.g', 'loc549413', 'loc100135371', 'krt5.7', 'Xelaev18003734m.g', 'loc100485319', 'aldob', 'ftmt', 'Xelaev18022528m.g', 'cxcl14', 'pc', 'Xelaev18001105m.g', 'fos', 'akr1c2', 'Xelaev18034081m.g', 'spink2', 'loc549413', 'upk1a', 'agr2', 'cyp26a1', 'Xetrov90018122m', 'krt12', 'tfcp2l1', 'Xelaev18020203m.g', 'aldh1a1', 'Xelaev18022531m.g', 'loc100497338.like', 'znf750', 'Xelaev18034078m.g', 'dse', 'Xelaev18022490m.g', 'scnn1b', 'msmb.3', 'Xelaev18013493m.g', 'gmds', 'golm1', 'loc100494099', 'ptafr', 'Xelaev18040854m.g', 'serpinb6', 'loc100492852', 'pck1', 'Xelaev18028467m.g', 'loc100497729', 'tspan1', 'loc100495760', 'syt8', 'Xelaev18026756m.g', 'atp13a.like', 'krt', 'Xetrov90027649m', 'gstp1', 'Xelaev18047453m.g', 'atp12a.like', 'krt12', 'Xetrov90018123m', 'fos', 'epn3', 'ifnlr1', 'loc100491791', 'tnnt3', 'dhfr', 'unc5b', 'insig1', 'loc100049121', 'Xelaev18043641m.g', 'psca', 'loc100494822', 'loc100497729', 'Xetrov90011359m']"
